California County,census_tract,hispanic,white,african_american,native_american,asian_american,other,unemployment,poverty,ces_pollution_score,ozone,pesticides,tox_release,asthma,cardiovascular_disease,low_birth_weight
San Diego,6073017701.0,17.8,75.8,0.6,0.3,2.8,2.8,9.3,25.8,11.52,0.042,9.85,65.61588488,18.52,5.02,4.81
Contra Costa,6013356002.0,14.2,35.9,14.1,0.1,31.3,4.5,4.8,9.5,11.51,0.033,0.2,783.7055072,62.97,8.24,5.15
Orange ,6059099235.0,16.0,69.2,0.9,0.3,10.0,3.6,6.9,28.7,11.5,0.044000000000000004,2.35,8568.270588,19.0,3.97,3.13
San Mateo,6081608502.0,19.0,45.8,1.9,0.1,29.1,4.1,3.8,13.5,11.49,0.033,0.0,193.69258380000002,24.46,4.06,5.0
Alameda ,6001421900.0,9.1,63.1,8.0,0.1,13.8,5.8,6.2,18.5,11.48,0.03,0.0,893.2845738,54.68,4.12,3.34
El Dorado,6017031402.0,8.0,85.5,0.4,1.2,1.2,3.8,17.4,36.5,11.48,0.055,0.76,1.29961533,30.03,5.32,4.11
San Diego,6073008513.0,11.4,75.4,1.5,0.4,8.0,3.3,4.5,19.5,11.46,0.042,0.0,145.6851581,59.97,4.74,4.5
San Diego,6073008348.0,12.4,29.5,2.4,0.3,49.6,5.7,12.7,11.0,11.46,0.044000000000000004,0.0,69.8772318,30.34,5.9,4.95
Ventura ,6111005907.0,5.5,86.5,0.6,0.2,4.3,2.9,10.7,10.4,11.46,0.05,0.0,120.934753,16.39,6.83,2.84
Orange ,6059099416.0,17.0,68.9,1.0,0.3,8.0,4.7,4.1,16.0,11.46,0.044000000000000004,0.0,9867.881263,25.28,7.0,4.8
Lake ,6033001100.0,7.1,86.8,0.6,1.4,0.9,3.2,17.1,38.1,11.46,0.038,2.5,0.017663886,36.86,6.93,2.56
Los Angeles,6037920018.0,18.4,71.0,1.3,0.2,6.5,2.7,7.5,14.7,11.46,0.062,0.0,47.34141341,24.17,9.35,5.59
Los Angeles,6037463800.0,13.6,67.0,3.3,0.2,12.7,3.2,5.4,6.5,11.45,0.051,0.0,2945.953609,20.2,4.23,6.32
San Francisco,6075032802.0,3.9,28.6,0.7,0.1,64.3,2.4,6.1,17.9,11.44,0.03,0.0,203.6054498,18.03,4.19,8.86
El Dorado,6017031404.0,6.6,89.1,0.3,1.2,0.8,1.9,20.5,22.6,11.44,0.057,1.05,2.0514299,45.72,8.15,4.76
San Diego,6073020304.0,17.9,71.6,1.1,0.3,6.5,2.6,2.3,30.3,11.43,0.048,8.67,35.75810987,21.37,5.46,4.23
Yolo ,6113011203.0,22.6,71.1,0.5,0.8,3.2,1.7,5.6,5.6,11.42,0.046,146.27,46.25940479,56.23,8.77,6.02
San Bernardino,6071000813.0,19.8,60.7,3.4,0.2,13.6,2.3,5.2,15.5,11.42,0.062,0.0,2755.141312,32.1,8.26,0.58
Contra Costa,6013355111.0,27.8,30.0,21.0,0.5,16.1,4.6,13.4,20.7,11.42,0.042,0.0,256.6999475,112.95,11.49,3.48
Sonoma ,6097152906.0,19.5,67.8,2.5,1.0,6.1,3.1,4.8,19.1,11.41,0.03,118.14,35.22602952,38.63,6.08,4.11
Shasta ,6089011703.0,9.3,82.1,0.5,3.3,1.7,3.1,9.0,46.4,11.4,0.042,0.0,34.99246628,66.28,13.91,5.34
Contra Costa,6013388000.0,12.0,47.8,5.4,0.2,27.4,7.1,8.7,24.3,11.37,0.03,0.0,684.7064293999998,40.54,5.73,2.42
Santa Clara,6085506606.0,21.1,46.9,3.5,0.3,23.6,4.5,5.8,20.7,11.37,0.038,0.0,137.84622919999998,23.79,5.45,3.67
Santa Barbara,6083001903.0,27.7,68.4,0.6,0.6,1.3,1.5,10.5,22.3,11.36,0.038,13.25,0.13151241800000002,26.15,5.47,3.6
Riverside ,6065045117.0,19.0,75.4,1.3,0.4,2.6,1.4,7.5,33.1,11.35,0.065,0.0,0.075499207,25.64,5.05,6.03
Santa Barbara,6083000600.0,20.3,72.8,0.9,0.3,3.2,2.5,5.8,19.6,11.34,0.04,0.0,0.018612568,40.78,3.55,5.97
San Mateo,6081610000.0,24.0,63.0,1.8,0.1,7.9,3.2,5.7,15.1,11.34,0.033,0.15,145.93984630000003,27.13,4.55,4.75
Orange ,6059032047.0,20.4,63.4,3.3,0.7,8.2,4.1,6.3,15.4,11.34,0.05,0.13,3889.2889210000003,17.17,4.66,6.07
San Francisco,6075015700.0,10.5,53.0,4.8,0.1,26.2,5.3,11.2,20.0,11.34,0.03,0.0,218.6417589,23.2,3.61,3.97
Santa Clara,6085508507.0,14.7,20.3,2.4,0.3,59.3,3.0,5.2,20.6,11.33,0.035,0.0,242.7831903,17.72,4.78,6.76
Los Angeles,6037573601.0,20.1,65.9,2.3,0.3,7.1,4.4,4.8,10.8,11.33,0.042,0.0,5545.847674000002,30.62,8.08,5.5
Orange ,6059063500.0,8.5,84.6,0.8,0.2,3.8,2.1,8.2,16.9,11.33,0.044000000000000004,0.0,4918.110608,27.7,4.24,3.88
San Francisco,6075020700.0,18.2,64.9,1.9,0.2,10.8,4.0,4.1,19.1,11.31,0.03,0.0,213.4873469,57.85,6.92,4.13
Santa Clara,6085508404.0,8.2,48.6,1.8,0.1,36.8,4.5,4.1,13.9,11.31,0.035,0.0,247.4540999,16.43,5.58,5.07
San Francisco,6075013400.0,5.1,79.4,1.5,0.1,10.3,3.6,3.3,13.8,11.29,0.03,0.0,225.21151690000002,64.21,6.56,3.46
San Diego,6073001900.0,16.6,74.1,2.9,0.3,3.3,2.7,3.5,16.1,11.27,0.042,0.0,183.0052255,38.84,6.03,4.98
Sonoma ,6097153703.0,7.7,85.8,0.4,0.8,1.4,4.0,14.3,40.5,11.27,0.033,5.67,23.22196649,31.7,3.44,0.88
Placer ,6061021109.0,8.3,78.3,1.7,0.5,7.8,3.4,8.1,12.4,11.26,0.053,0.04,21.83451863,44.67,7.1,4.26
San Diego,6073013601.0,20.8,63.2,7.4,0.4,3.8,4.4,9.5,27.7,11.25,0.044000000000000004,0.0,124.2813352,44.91,5.14,4.88
San Diego,6073009103.0,11.7,78.6,1.4,0.1,4.9,3.4,10.4,24.5,11.25,0.042,0.0,152.4887479,28.83,5.51,3.54
Orange ,6059099244.0,7.3,82.9,0.6,0.2,6.7,2.2,2.4,14.4,11.25,0.044000000000000004,0.0,6303.589154,29.26,5.74,5.36
Santa Clara,6085506701.0,12.1,58.9,2.1,0.2,22.8,4.0,5.1,5.5,11.24,0.038,0.4,129.3320551,24.67,5.91,6.79
Santa Clara,6085507807.0,2.1,18.6,0.2,0.3,76.0,2.8,5.2,7.1,11.23,0.035,0.0,427.2537754,10.61,5.17,5.1
Santa Clara,6085506101.0,14.5,52.5,1.6,0.2,27.0,4.1,10.2,13.0,11.23,0.035,0.0,209.4599101,25.15,6.84,3.23
Napa ,6055200706.0,22.1,70.7,0.8,0.7,3.2,2.6,4.3,15.3,11.23,0.035,53.05,777.1154452999997,43.97,7.29,5.73
San Diego,6073020024.0,36.4,55.4,1.6,0.4,4.6,1.7,7.0,22.6,11.22,0.048,0.0,38.27379579,19.18,4.85,5.33
San Francisco,6075035202.0,8.8,43.6,1.7,0.3,42.2,3.4,3.2,28.3,11.22,0.03,0.0,200.67757659999998,24.56,5.77,4.58
San Diego,6073018802.0,12.6,81.4,0.7,0.3,3.0,2.0,10.1,20.3,11.22,0.048,2.35,53.68796120000001,29.58,6.25,3.95
Napa ,6055201700.0,17.8,68.0,2.9,0.4,7.5,3.4,6.2,27.2,11.21,0.035,10.61,57.59275762,25.9,4.67,5.56
Orange ,6059021921.0,11.7,62.5,1.3,0.2,21.2,3.0,4.0,6.7,11.2,0.051,0.0,10257.95578,21.17,6.93,6.25
San Francisco,6075047702.0,4.8,38.2,1.6,0.2,51.4,3.7,5.3,22.4,11.2,0.03,0.0,222.55211830000002,23.94,5.57,4.07
Los Angeles,6037194300.0,5.3,85.9,2.1,0.1,3.9,2.7,10.4,15.2,11.2,0.05,0.0,1469.541496,12.38,3.04,4.47
Orange ,6059052526.0,13.5,42.8,1.7,0.2,37.9,4.0,7.3,13.2,11.2,0.048,0.0,14374.003069999999,25.39,5.81,3.59
Santa Clara,6085512031.0,26.2,52.5,2.0,0.6,14.3,4.5,7.9,10.5,11.16,0.038,0.0,57.70047096,36.57,6.3,6.43
Los Angeles,6037137302.0,7.7,78.5,1.8,0.0,7.8,4.1,6.6,11.2,11.16,0.055,0.09,368.3687656,33.41,6.91,5.2
Marin ,6041106002.0,20.3,66.5,2.6,0.3,7.2,3.1,4.0,21.9,11.16,0.03,0.0,307.7155757,36.4,5.28,4.37
Los Angeles,6037620800.0,8.0,69.7,1.1,0.2,15.6,5.5,5.0,9.3,11.16,0.044000000000000004,0.0,4672.498167,15.14,4.45,5.87
Riverside ,6065043265.0,19.8,64.9,2.2,0.6,8.1,4.5,5.9,12.8,11.16,0.057,4.3,72.43181973,26.11,9.79,3.9
Sacramento ,6067008125.0,12.7,79.5,1.3,0.5,2.9,3.0,11.9,32.4,11.15,0.053,0.0,31.20346493,53.3,8.57,3.16
Santa Barbara,6083000200.0,22.1,69.8,1.2,0.2,4.0,2.7,3.4,19.3,11.12,0.04,20.81,0.012485376999999999,24.66,4.63,2.92
Los Angeles,6037620522.0,15.9,60.6,3.0,0.3,15.2,5.1,10.7,17.3,11.11,0.044000000000000004,0.0,6181.850738,24.33,5.05,3.09
Mendocino ,6045011400.0,13.8,78.3,0.8,1.7,2.7,2.8,7.6,26.2,11.09,0.038,3.25,0.071016412,81.53,6.39,2.53
Los Angeles,6037650501.0,13.2,57.9,0.8,0.3,24.4,3.5,7.1,13.7,11.09,0.044000000000000004,0.0,35232.83295,26.92,6.09,2.96
San Diego,6073013411.0,40.6,40.8,2.4,0.2,13.2,2.8,7.7,12.9,11.09,0.04,0.0,380.5813379,26.12,5.4,5.26
Santa Clara,6085508304.0,12.3,32.2,2.7,0.1,49.1,3.6,7.9,23.3,11.08,0.035,0.0,298.7875897,14.26,5.03,3.17
Contra Costa,6013355110.0,25.4,31.0,22.2,0.4,15.4,5.5,14.5,17.4,11.08,0.042,0.0,261.03658939999997,119.04,12.27,4.85
San Mateo,6081611000.0,33.5,52.8,1.5,0.2,8.2,3.8,5.2,16.4,11.08,0.033,17.51,145.68323759999996,51.35,5.45,4.74
San Diego,6073009202.0,15.6,63.3,4.3,0.4,12.4,4.1,4.3,18.8,11.07,0.042,0.0,167.2431414,28.89,4.28,3.2
Sacramento ,6067004011.0,10.1,32.1,11.2,0.1,40.7,5.8,3.2,8.9,11.06,0.048,0.0,42.08369822,49.96,7.33,9.14
Santa Clara,6085502500.0,17.6,70.7,1.3,0.3,6.5,3.7,4.7,9.7,11.05,0.038,0.0,113.938612,36.04,5.97,4.61
Orange ,6059032035.0,8.9,80.4,1.1,0.1,6.0,3.4,5.3,11.2,11.05,0.05,0.0,2897.009013,24.23,7.53,4.88
Riverside ,6065043257.0,19.1,56.1,3.6,3.8,12.9,4.6,5.1,9.6,11.04,0.057,0.48,38.03704775,23.75,8.5,4.73
Los Angeles,6037800324.0,7.6,79.3,1.4,0.2,8.8,2.8,6.9,9.0,11.04,0.051,0.02,105.3079341,19.43,6.36,4.46
Los Angeles,6037570002.0,30.3,48.6,5.4,0.5,10.6,4.6,4.9,18.0,11.03,0.044000000000000004,0.09,6443.080181,44.1,7.31,3.03
Contra Costa,6013307101.0,28.2,52.6,9.8,0.5,5.9,3.1,5.2,36.1,11.03,0.04,0.0,370.13627080000003,178.9,13.85,3.58
Orange ,6059062636.0,17.5,57.5,2.8,0.2,16.4,5.7,7.7,13.5,11.01,0.048,0.0,2425.769072,22.13,5.54,3.8
San Diego,6073017034.0,13.0,60.0,3.1,0.4,18.7,4.9,10.1,11.4,11.0,0.044000000000000004,0.0,21.05700772,16.04,3.65,6.29
San Diego,6073021205.0,17.7,74.3,1.4,1.4,2.6,2.6,6.9,29.1,11.0,0.057,0.0,73.37481988,32.06,6.62,2.88
Los Angeles,6037800325.0,6.2,86.3,1.3,0.2,3.7,2.3,7.2,15.5,10.97,0.051,0.0,116.9794228,16.39,6.83,4.35
Butte ,6007000401.0,19.9,71.0,1.7,1.4,3.0,3.0,4.1,39.0,10.97,0.048,111.61,8.379239879,32.39,7.28,2.76
San Diego,6073017037.0,11.0,53.9,2.3,0.1,27.5,5.2,8.7,20.1,10.96,0.044000000000000004,0.0,25.47443214,21.54,4.64,6.16
Shasta ,6089011803.0,6.6,86.3,0.4,3.1,0.5,3.1,19.6,48.5,10.96,0.042,0.0,98.14950572,51.96,8.4,4.73
Contra Costa,6013338102.0,15.9,65.2,1.5,0.3,11.8,5.3,11.3,13.1,10.96,0.038,0.0,792.9332642999997,45.53,6.28,3.17
Los Angeles,6037577400.0,13.9,76.4,1.9,0.2,4.9,2.8,4.9,18.7,10.95,0.042,0.0,8671.128974,28.26,7.63,3.65
San Luis Obispo,6079011102.0,15.7,76.8,0.9,0.5,3.3,2.7,3.1,41.0,10.95,0.035,0.17,9.964803848999999,30.83,5.55,3.87
San Francisco,6075015600.0,7.1,54.9,2.2,0.1,30.0,5.7,6.2,23.5,10.94,0.03,0.0,219.801656,22.64,4.58,3.45
Alameda ,6001443322.0,8.1,27.6,1.5,0.4,58.3,4.1,4.0,6.2,10.94,0.035,0.0,210.0505772,20.59,6.4,3.69
San Francisco,6075010400.0,5.3,63.0,1.0,0.0,27.9,2.8,7.0,15.7,10.94,0.03,0.0,264.8835817,34.19,3.96,1.81
Alameda ,6001400400.0,9.0,65.5,12.1,0.1,7.5,5.9,3.3,16.8,10.91,0.03,0.0,444.9574376,60.86,4.89,3.98
Sonoma ,6097150202.0,17.3,77.2,0.5,0.5,2.6,1.9,7.7,25.2,10.91,0.035,7.73,679.1981274,25.14,7.02,3.5
El Dorado,6017031301.0,10.4,85.3,0.2,0.7,1.0,2.4,16.0,18.8,10.91,0.057,16.94,1.501395882,43.61,7.62,2.04
San Bernardino,6071002021.0,27.0,50.8,7.7,0.2,11.0,3.3,10.1,9.8,10.89,0.065,0.0,2461.022748,19.6,6.09,3.29
San Diego,6073008345.0,10.3,73.6,1.6,0.1,11.7,2.6,5.4,19.4,10.88,0.044000000000000004,24.65,116.45095079999999,16.55,4.03,3.31
San Diego,6073017039.0,9.1,54.9,1.7,0.1,30.1,4.1,5.4,11.3,10.88,0.044000000000000004,0.0,26.59086558,15.86,5.01,6.11
Sonoma ,6097151700.0,18.0,71.5,1.8,0.8,4.3,3.5,9.6,28.4,10.88,0.03,0.1,73.70471732,38.48,5.55,3.85
San Diego,6073013905.0,31.8,39.1,15.4,0.1,8.7,4.9,12.1,20.4,10.86,0.042,0.0,152.1445308,71.01,7.2,2.43
Napa ,6055201300.0,9.9,84.0,1.2,0.6,1.6,2.6,6.7,21.4,10.85,0.035,47.06,507.17231979999997,20.91,4.26,4.94
Alameda ,6001423601.0,7.7,69.3,3.2,0.2,14.5,5.0,8.1,30.9,10.81,0.03,0.0,475.43485760000004,28.81,4.37,4.27
Orange ,6059075814.0,10.2,59.5,0.8,0.2,26.8,2.6,10.0,13.6,10.81,0.05,0.24,19187.346569999998,21.18,4.85,2.87
Santa Clara,6085509302.0,13.0,59.4,2.0,0.3,20.7,4.5,8.4,11.0,10.8,0.035,0.0,214.96369500000003,19.73,6.24,3.63
Los Angeles,6037920303.0,16.9,55.5,3.9,0.5,18.9,4.3,3.5,18.0,10.79,0.057,0.0,80.9710474,27.74,5.73,2.97
Orange ,6059099404.0,10.5,75.3,1.2,0.4,8.4,4.2,10.6,15.2,10.79,0.044000000000000004,0.0,9319.244254000001,27.77,6.2,3.95
San Diego,6073017603.0,22.1,72.1,0.5,0.3,2.4,2.6,7.5,21.7,10.79,0.042,29.25,43.06867533,18.52,5.02,3.77
San Francisco,6075032801.0,5.9,30.1,0.9,0.1,60.4,2.7,4.5,23.4,10.78,0.03,0.0,198.8241362,25.91,5.94,4.36
San Diego,6073017009.0,20.3,66.8,1.3,0.4,8.0,3.3,7.3,17.5,10.78,0.046,0.0,27.47066238,24.35,6.53,3.75
Sacramento ,6067007904.0,10.5,79.7,1.5,0.6,3.3,4.4,6.4,19.1,10.78,0.051,0.0,48.25401463,42.0,6.67,4.58
Solano ,6095253201.0,12.3,79.4,2.2,0.3,2.0,3.7,8.2,9.5,10.78,0.042,10.12,428.2744125,76.48,9.47,3.04
Orange ,6059021816.0,15.4,74.0,0.8,0.2,7.2,2.4,8.4,13.8,10.78,0.051,2.67,10858.547620000001,22.43,6.6,3.82
San Diego,6073013605.0,14.2,75.8,2.6,0.5,3.8,3.1,6.9,18.7,10.77,0.046,1.42,135.6646795,28.73,4.79,5.98
San Diego,6073009502.0,13.0,62.8,4.5,0.3,14.3,5.1,6.4,15.5,10.77,0.044000000000000004,0.0,125.2634784,28.68,5.29,3.77
San Diego,6073016612.0,13.9,76.9,1.3,0.8,3.3,3.8,3.9,14.4,10.76,0.044000000000000004,0.0,74.06783142,38.77,7.97,4.03
San Mateo,6081605000.0,8.3,52.7,0.7,0.0,35.0,3.2,4.0,19.2,10.74,0.03,0.0,126.3655481,22.41,3.75,3.39
San Diego,6073017702.0,11.2,83.9,0.1,0.3,1.9,2.7,9.5,22.6,10.73,0.042,37.61,42.91141606,18.52,5.02,4.08
San Diego,6073008364.0,11.5,54.4,1.4,0.2,28.2,4.3,3.7,31.7,10.73,0.042,0.0,101.39091640000001,14.33,4.11,3.34
Marin ,6041109001.0,31.1,58.7,2.0,0.2,4.6,3.5,2.6,23.2,10.73,0.03,0.0,328.73467719999996,31.68,5.19,4.03
Santa Cruz,6087122100.0,14.8,77.7,0.7,0.7,2.7,3.4,8.4,21.0,10.73,0.035,0.02,28.44994952,24.91,4.56,7.08
Sacramento ,6067007104.0,18.5,36.4,13.3,0.4,25.5,6.0,11.1,24.9,10.72,0.048,0.0,169.6954986,52.62,10.18,5.53
San Diego,6073016809.0,19.5,71.8,1.8,0.9,2.8,3.1,7.7,19.3,10.69,0.048,0.0,96.1770885,54.39,7.12,3.28
Shasta ,6089012601.0,5.8,85.9,0.9,3.3,0.7,3.4,10.0,33.4,10.69,0.044000000000000004,0.3,3.8151847880000003,21.71,6.53,5.29
Santa Cruz,6087122201.0,12.7,81.4,0.4,0.4,2.4,2.7,7.6,21.8,10.68,0.035,150.61,29.486917600000005,24.91,4.56,5.13
San Diego,6073017043.0,9.7,48.0,3.2,0.2,33.4,5.5,2.7,9.7,10.67,0.044000000000000004,0.0,58.79881795,15.33,4.81,6.35
Alameda ,6001430101.0,8.0,36.6,4.1,0.1,47.0,4.3,8.8,14.7,10.67,0.035,0.0,353.6842643,23.11,7.92,4.23
San Francisco,6075035201.0,5.5,32.8,2.6,0.2,54.7,4.2,6.7,22.5,10.67,0.03,0.0,185.09961380000001,19.41,4.53,6.25
Los Angeles,6037430600.0,9.9,38.7,0.9,0.1,47.9,2.4,3.7,13.6,10.66,0.051,0.0,3511.6774189999996,15.11,5.12,2.98
San Francisco,6075013500.0,6.4,73.7,2.5,0.1,14.1,3.2,3.8,10.9,10.66,0.03,0.0,226.84968849999998,45.91,4.67,4.14
Los Angeles,6037574100.0,18.2,68.3,1.9,0.2,7.3,4.1,7.9,12.5,10.66,0.042,0.64,6407.553862,25.77,6.8,2.92
Riverside ,6065043267.0,15.2,72.3,2.5,0.4,6.4,3.2,8.1,12.8,10.65,0.057,2.44,110.8230088,24.54,9.25,2.27
Los Angeles,6037920119.0,21.7,54.2,4.7,0.2,15.0,4.3,9.2,9.4,10.65,0.06,0.0,226.4360833,16.52,6.51,8.9
San Luis Obispo,6079012502.0,18.6,74.8,1.0,0.7,1.7,3.2,9.6,32.7,10.63,0.042,2.29,0.8367031490000001,39.64,6.37,4.53
Los Angeles,6037271500.0,11.2,67.1,1.8,0.2,15.4,4.3,5.3,14.9,10.62,0.046,0.0,1565.894452,29.63,5.85,2.44
San Francisco,6075026002.0,33.5,26.2,3.8,0.2,34.0,2.3,6.1,26.3,10.61,0.03,0.0,191.67566599999998,39.46,5.16,4.73
Alameda ,6001451703.0,14.1,69.4,1.7,0.2,10.9,3.7,7.7,7.6,10.6,0.04,8.11,147.93826819999995,30.79,9.0,4.25
San Diego,6073017813.0,7.9,82.9,0.6,0.3,5.6,2.7,4.8,17.5,10.58,0.042,3907.69,81.88459825,18.54,5.6,3.03
Placer ,6061022800.0,13.5,64.3,1.4,0.3,16.6,3.9,5.1,12.2,10.55,0.053,0.0,31.97830981,47.56,8.98,4.75
Riverside ,6065044929.0,16.2,75.8,1.6,0.3,4.7,1.4,7.1,30.3,10.55,0.065,0.0,0.075622341,30.8,5.71,8.4
El Dorado,6017030810.0,15.2,77.8,0.6,0.9,2.2,3.3,16.5,38.7,10.55,0.055,0.03,13.882663199999998,29.36,7.22,3.21
San Bernardino,6071000816.0,25.0,62.3,4.2,0.2,6.0,2.3,3.4,9.6,10.55,0.062,0.0,2943.226505,31.39,7.66,2.14
Los Angeles,6037300702.0,6.5,79.7,0.7,0.0,10.6,2.5,7.9,13.3,10.54,0.053,0.0,1623.184614,16.84,5.3,1.71
Orange ,6059075808.0,23.6,67.4,0.9,0.3,5.2,2.7,8.4,19.8,10.54,0.048,0.0,43791.99699,20.68,4.52,3.68
San Diego,6073008354.0,10.1,33.9,3.8,0.1,47.1,4.9,6.8,20.4,10.54,0.044000000000000004,0.0,55.158293500000006,15.41,3.22,5.26
Santa Cruz,6087122400.0,21.3,73.2,0.6,0.3,2.3,2.3,9.2,19.1,10.53,0.038,2789.46,24.81605062,29.22,3.7,3.49
San Mateo,6081606800.0,7.0,58.1,0.7,0.0,29.8,4.4,7.4,6.0,10.53,0.033,5.97,164.7939562,39.17,4.31,4.17
San Francisco,6075012700.0,5.4,81.3,0.4,0.1,9.7,3.1,6.0,8.1,10.53,0.03,0.0,240.843412,13.45,4.21,4.86
Orange ,6059052506.0,8.6,62.9,1.6,0.0,23.6,3.3,8.6,12.9,10.53,0.048,731.79,10307.19834,18.86,4.15,4.21
Orange ,6059021824.0,12.1,71.4,0.9,0.3,13.2,2.1,6.3,5.6,10.52,0.051,0.0,8403.2294,21.1,6.55,6.17
Sacramento ,6067004008.0,17.8,40.4,8.8,0.2,27.3,5.6,4.9,22.8,10.51,0.048,6.81,47.99041306,49.96,7.33,4.64
San Diego,6073001000.0,26.0,56.7,7.1,0.3,5.7,4.3,7.2,24.6,10.51,0.04,0.0,189.0357013,38.28,5.43,3.76
San Mateo,6081613502.0,14.8,77.1,0.7,0.3,3.4,3.5,6.8,17.5,10.51,0.03,1332.89,100.21116070000001,38.14,4.19,4.39
Ventura ,6111007300.0,9.8,82.1,1.0,0.2,4.2,2.7,12.5,14.5,10.5,0.048,0.69,151.6747378,8.3,3.19,9.09
Santa Clara,6085503322.0,38.6,15.2,5.5,0.3,39.1,1.3,8.9,22.1,10.49,0.038,0.0,168.4965946,29.34,6.24,4.48
Ventura ,6111007202.0,8.8,80.5,0.8,0.2,6.8,2.9,6.5,5.0,10.49,0.05,0.0,77.36627259999999,28.28,7.19,5.16
Orange ,6059099511.0,10.3,81.4,0.4,0.2,4.9,2.7,4.0,14.3,10.48,0.042,0.0,9285.131038,26.43,7.98,2.89
Los Angeles,6037480201.0,24.2,38.9,1.1,0.2,32.9,2.7,7.2,13.5,10.47,0.051,0.0,4348.8454,17.19,3.75,3.72
Los Angeles,6037480500.0,15.9,54.2,1.7,0.1,24.3,3.9,9.7,11.6,10.46,0.051,0.0,4101.021629999998,14.46,5.02,0.75
Marin ,6041104101.0,19.0,68.5,1.7,0.1,6.8,4.0,6.8,24.1,10.45,0.033,0.0,402.65306200000003,30.4,3.58,4.0
Orange ,6059062641.0,35.0,51.1,1.1,0.1,10.0,2.7,9.3,16.9,10.45,0.048,0.0,2902.2055600000012,20.19,4.67,2.29
Sacramento ,6067009637.0,15.5,21.8,15.5,0.0,40.9,6.1,7.6,22.1,10.43,0.046,0.02,27.31943049,48.03,9.85,5.05
Santa Barbara,6083002913.0,14.1,77.3,0.7,0.2,5.5,2.2,4.9,20.1,10.43,0.04,4.49,0.008660432,30.3,3.92,6.1
San Mateo,6081603000.0,17.4,65.1,1.7,0.5,9.9,5.3,8.5,19.3,10.43,0.03,0.0,69.20173029,49.74,7.87,5.05
Los Angeles,6037194102.0,5.1,82.1,3.2,0.1,6.6,3.0,7.8,19.1,10.43,0.051,0.0,1555.680194,20.72,6.78,1.56
Humboldt ,6023000600.0,9.7,78.6,1.1,2.5,3.6,4.4,7.2,43.0,10.42,0.026000000000000002,0.0,16.46210966,97.75,9.58,3.47
Santa Clara,6085507205.0,6.6,77.5,0.4,0.1,11.6,3.9,4.8,9.3,10.42,0.038,18.39,120.66774879999998,14.22,3.51,5.5
Humboldt ,6023010502.0,6.2,84.5,0.4,3.5,1.6,3.7,13.0,32.8,10.41,0.026000000000000002,3.9,4.727326025,71.65,7.6,2.96
San Diego,6073019203.0,29.2,61.4,2.1,0.4,3.6,3.2,4.7,26.7,10.4,0.044000000000000004,4207.01,37.31710561,36.15,6.53,3.7
Sacramento ,6067007102.0,15.1,41.6,10.7,0.3,27.2,5.0,6.3,12.9,10.4,0.048,0.51,162.03025369999997,48.25,9.32,3.69
San Bernardino,6071010402.0,22.0,63.3,6.4,1.1,3.4,3.6,11.5,50.1,10.4,0.062,0.0,8.294446877,21.9,7.58,4.56
Los Angeles,6037701304.0,5.9,81.8,1.3,0.1,7.3,3.7,7.6,16.1,10.4,0.046,0.0,831.957973,9.8,3.97,3.86
San Mateo,6081613600.0,20.5,70.9,0.6,0.2,4.4,3.4,2.8,11.2,10.39,0.03,544.24,78.43125399,35.43,4.52,4.69
Ventura ,6111000901.0,9.6,86.4,0.4,0.2,1.6,1.8,8.8,14.2,10.39,0.053,14.45,16.79503512,37.86,8.14,2.17
Orange ,6059052522.0,8.2,38.2,2.0,0.1,46.7,4.8,1.9,19.0,10.38,0.046,0.0,21723.63817,19.37,5.53,4.23
Del Norte,6015000101.0,11.7,68.5,0.9,6.3,8.9,3.8,15.2,65.7,10.38,0.035,0.0,0.0,66.46,16.03,0.0
Nevada ,6057000300.0,4.9,89.6,0.5,0.9,0.9,3.2,9.9,29.0,10.37,0.055,0.0,0.11060312,31.64,7.08,2.6
San Francisco,6075032901.0,5.0,29.0,0.9,0.3,62.5,2.5,7.0,18.9,10.37,0.03,0.0,192.73554819999998,25.91,5.94,4.36
San Mateo,6081608100.0,7.3,39.8,1.9,0.0,45.9,5.1,10.4,7.0,10.35,0.033,0.0,216.10751340000002,22.07,5.49,7.69
Santa Clara,6085502702.0,13.8,60.6,1.9,0.3,18.7,4.7,7.1,17.2,10.33,0.038,0.0,95.37899586,20.03,4.61,3.3
Orange ,6059032053.0,17.1,67.4,2.1,0.2,9.2,4.0,6.5,13.9,10.32,0.05,0.0,2439.633846,16.28,5.16,4.72
San Diego,6073013417.0,43.9,28.2,6.1,0.2,17.6,3.9,19.2,6.2,10.32,0.04,0.0,317.4192349,14.56,2.96,5.3
San Francisco,6075047901.0,5.9,42.1,2.3,0.2,45.7,3.9,4.5,25.0,10.32,0.03,0.0,228.0171974,20.78,4.84,5.01
San Diego,6073007501.0,12.7,79.5,1.7,0.5,2.0,3.7,8.7,39.4,10.3,0.04,0.0,201.5913495,36.11,5.77,2.52
Santa Clara,6085508003.0,7.2,32.8,1.5,0.3,54.1,4.1,7.4,12.5,10.28,0.035,0.0,264.7062002,11.03,5.5,1.64
Plumas ,6063000400.0,9.0,78.8,0.1,7.4,0.6,4.0,8.8,42.4,10.27,0.051,0.26,0.26299622899999997,25.12,5.82,1.83
Los Angeles,6037573800.0,20.6,65.8,2.3,0.3,7.0,3.9,7.1,12.9,10.27,0.044000000000000004,0.06,5778.136015,30.62,8.08,2.88
