State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape,Revised rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
Oregon,1976,2329000,10654,97,829,,3091,6637,137443,39587,88661,9195
Oregon,1977,2376000,10830,117,948,,2948,6817,131426,38880,83306,9240
Oregon,1978,2444000,12278,123,1008,,3204,7943,136205,39523,87033,9649
Oregon,1979,2527000,13781,107,1121,,3299,9254,147264,40682,96823,9759
Oregon,1980,2610477,12802,132,1084,,3978,7608,161759,45641,106712,9406
Oregon,1981,2647000,12671,117,1105,,4780,6669,173596,52067,112518,9011
Oregon,1982,2649000,12529,136,1057,,4433,6903,161444,47410,106061,7973
Oregon,1983,2662000,12986,109,1078,,4533,7266,153412,46472,98880,8060
Oregon,1984,2674000,13533,128,1201,,4508,7696,153423,48755,96742,7926
Oregon,1985,2687000,14807,125,1363,,4986,8333,166023,50690,105725,9608
Oregon,1986,2698000,14830,178,1379,,5555,7718,176207,53062,112312,10833
Oregon,1987,2724000,14697,153,1247,,5338,7959,175138,48562,113907,12669
Oregon,1988,2741000,14959,139,1111,,5289,8420,178520,48355,113872,16293
Oregon,1989,2820000,14625,134,1314,,4282,8895,159119,40197,103690,15232
Oregon,1990,2842321,14405,108,1332,,4102,8863,146073,32273,100765,13035
Oregon,1991,2922000,14795,133,1561,,4387,8714,153370,34363,105145,13862
Oregon,1992,2977000,15189,139,1580,,4507,8963,158100,32945,109274,15881
