State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape,Revised rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
Hawaii,1997,1187000,3299,47,371,,1403,1478,68193,12741,48984,6468
Hawaii,1998,1193000,2946,24,352,,1225,1345,60677,11169,43914,5594
Hawaii,1999,1185497,2785,44,354,,1044,1343,54539,9421,40458,4660
Hawaii,2000,1211537,2954,35,346,,1123,1450,60033,10665,43254,6114
Hawaii,2001,1227024,3117,32,409,,1142,1534,62830,11162,44925,6743
Hawaii,2002,1240663,3262,24,372,,1210,1656,71976,12722,49344,9910
Hawaii,2003,1248755,3400,22,367,,1168,1843,65867,11409,44807,9651
Hawaii,2004,1262124,3213,33,333,,944,1903,60525,10827,41078,8620
Hawaii,2005,1273278,3253,24,343,,1001,1885,61115,9792,42188,9135
Hawaii,2006,1285498,3608,21,353,,1144,2090,54247,8724,37784,7739
Hawaii,2007,1283388,3544,24,377,,1122,2021,52866,9089,37494,6283
Hawaii,2008,1288198,3510,26,363,,1085,2036,45944,9404,31424,5116
Hawaii,2009,1295178,3550,23,385,,1030,2112,47516,9244,33415,4857
Hawaii,2010,1363359,3603,25,377,,1065,2136,45667,8706,31681,5280
Hawaii,2011,1378129,3465,20,353,,994,2098,43874,8165,31240,4469
Hawaii,2012,1390090,3378,21,279,,1125,1953,43419,7653,31901,3865
Hawaii,2013,1408987,3585,32,366,508.0,934,2111,45266,7777,32928,4561
Hawaii,2014,1419561,3680,26,314,445.0,1107,2102,43297,7778,31640,3879
Idaho,1960,667191,255,16,48,,92,99,11561,2011,8883,667
Idaho,1961,684000,222,14,44,,64,100,12516,2203,9540,773
Idaho,1962,698000,234,21,25,,63,125,13227,2458,9939,830
Idaho,1963,713000,362,18,39,,87,218,13044,2405,9939,700
Idaho,1964,692000,537,28,41,,71,397,12955,2285,10000,670
Idaho,1965,692000,493,14,38,,70,371,13226,2483,10035,708
Idaho,1966,694000,461,21,66,,54,320,13498,2706,10076,716
Idaho,1967,699000,478,30,61,,76,311,12843,2837,9217,789
Idaho,1968,705000,518,16,59,,83,360,14438,3318,10287,833
Idaho,1969,718000,806,14,72,,120,600,18783,4236,13603,944
Idaho,1970,713008,879,33,88,,146,612,21615,4803,15784,1028
Idaho,1971,732000,917,24,77,,163,653,24758,5430,18109,1219
Idaho,1972,756000,1085,29,118,,156,782,24773,5705,17678,1390
Idaho,1973,770000,1264,20,109,,207,928,25361,6536,17231,1594
Idaho,1974,799000,1465,45,128,,303,989,31155,8004,21441,1710
Idaho,1975,820000,1670,43,132,,344,1151,32287,8717,21741,1829
Idaho,1976,831000,1884,44,155,,332,1353,33604,8615,23076,1913
Idaho,1977,857000,2030,47,166,,339,1478,33320,9005,22279,2036
Idaho,1978,878000,2076,47,169,,351,1509,33174,9117,21917,2140
Idaho,1979,905000,2613,49,186,,392,1986,35766,9729,23577,2460
Idaho,1980,943629,2957,29,211,,442,2275,42169,11691,28243,2235
Idaho,1981,959000,2717,43,198,,362,2114,40733,11255,27423,2055
Idaho,1982,965000,2501,24,160,,292,2025,36902,9958,25256,1688
Idaho,1983,989000,2361,35,181,,270,1875,35872,9206,24979,1687
Idaho,1984,1001000,2355,34,187,,244,1890,34398,8751,24138,1509
Idaho,1985,1005000,2360,22,192,,269,1877,36916,8917,26170,1829
Idaho,1986,1003000,2232,32,201,,214,1785,39964,10065,28081,1818
Idaho,1987,998000,2138,31,175,,242,1690,39342,9748,27923,1671
Idaho,1988,999000,2345,36,179,,202,1928,37345,8691,26893,1761
Idaho,1989,1014000,2582,26,236,,152,2168,37278,8843,26825,1610
Idaho,1990,1006749,2776,27,275,,151,2323,38069,8187,28216,1666
Idaho,1991,1039000,3016,19,300,,215,2482,40578,8582,30143,1853
Idaho,1992,1067000,3003,37,339,,229,2398,39636,7934,30023,1679
Idaho,1993,1099000,3097,32,388,,186,2491,39161,7350,29795,2016
Idaho,1994,1133000,3238,40,316,,209,2673,42954,8147,32597,2210
Idaho,1995,1163000,3745,48,330,,279,3088,47444,9069,35560,2815
Idaho,1996,1189000,3177,43,313,,241,2580,44532,8431,33872,2229
Idaho,1997,1210000,3107,39,350,,237,2481,44388,9175,32784,2429
Idaho,1998,1229000,3468,36,386,,264,2782,42185,8518,31385,2282
Idaho,1999,1251700,3066,25,417,,223,2401,36363,7641,26824,1898
Idaho,2000,1293953,3267,16,384,,223,2644,37961,7330,28545,2086
Idaho,2001,1320585,3211,30,425,,245,2511,38181,7507,28285,2389
Idaho,2002,1343124,3419,36,497,,240,2646,39128,7441,29060,2627
Idaho,2003,1367034,3362,26,535,,245,2556,40042,7837,29559,2646
Idaho,2004,1395140,3452,31,594,,241,2586,38799,7671,28389,2739
Idaho,2005,1429367,3670,35,577,,266,2792,38556,8066,27606,2884
Idaho,2006,1466465,3666,35,611,,294,2726,35135,7545,25154,2436
Idaho,2007,1499402,3841,49,607,,243,2942,34124,7131,24727,2266
Idaho,2008,1523816,3680,23,579,,239,2839,31940,6748,23532,1660
Idaho,2009,1545801,3805,24,575,,254,2952,31220,6682,23066,1472
Idaho,2010,1571102,3464,22,533,,213,2696,31436,6513,23594,1329
Idaho,2011,1583744,3202,35,444,,188,2535,32875,6915,24629,1331
Idaho,2012,1595590,3348,30,495,,243,2580,31825,7240,23203,1382
Idaho,2013,1612843,3471,29,516,674.0,220,2548,30230,6693,21999,1538
Idaho,2014,1634464,3468,32,468,609.0,204,2623,30316,6428,22227,1661
Illinois,1960,10081158,36802,489,1773,,21048,13492,199283,58241,105423,35619
Illinois,1961,10258000,37156,492,1767,,20977,13920,213602,60204,117006,36392
Illinois,1962,10146000,38926,537,1884,,20442,16063,219393,56377,125306,37710
Illinois,1963,10182000,33627,523,1416,,19193,12495,229605,55117,135634,38854
Illinois,1964,10489000,36916,572,1569,,19123,15652,244754,57416,144783,42555
Illinois,1965,10644000,34345,551,1706,,17535,14553,236638,58566,137634,40438
Illinois,1966,10722000,39116,745,1777,,19824,16770,256731,60099,152102,44530
Illinois,1967,10893000,42956,793,1953,,21879,18331,274089,66282,161876,45931
Illinois,1968,10974000,44776,893,1798,,23209,18876,310546,75013,187133,48400
Illinois,1969,11047000,49543,950,2113,,26153,20327,333618,81602,199600,52416
Illinois,1970,11113976,52006,1066,2270,,27908,20762,368055,85067,225437,57551
Illinois,1971,11196000,53436,1079,2418,,28900,21039,381567,93682,234618,53267
Illinois,1972,11251000,57162,985,2623,,29267,24287,369377,95190,224344,49843
Illinois,1973,11236000,62457,1163,2694,,30651,27949,423492,115183,251263,57046
Illinois,1974,11131000,69806,1319,3082,,34882,30523,507254,140717,307382,59155
Illinois,1975,11145000,74699,1179,2869,,36308,34343,560955,157110,337698,66147
Illinois,1976,11229000,70266,1161,2763,,32243,34099,542301,141305,335946,65050
Illinois,1977,11245000,70910,1109,2932,,31524,35345,528191,141346,318062,68783
Illinois,1978,11243000,76084,1108,3151,,32932,38893,555753,151854,333910,69989
Illinois,1979,11230000,83540,1203,3702,,36056,42579,593750,161776,356062,75912
Illinois,1980,11355062,91753,1205,3950,,41675,44923,620107,177099,369319,73689
Illinois,1981,11455000,90781,1205,3716,,42752,43108,609767,173142,366696,69929
Illinois,1982,11448000,88644,1005,3424,,39700,44515,579954,157273,354106,68575
Illinois,1983,11486000,83629,1112,3619,,36625,42273,552857,148445,339061,65351
Illinois,1984,11511000,83441,1033,3594,,34965,43849,527124,135068,324649,67407
Illinois,1985,11535000,82448,927,4529,,33120,43872,530205,131015,331030,68160
Illinois,1986,11533000,93454,1023,4765,,37583,50083,548311,136306,339418,72587
Illinois,1987,11582000,92216,967,4443,,36406,50400,535126,130147,342492,62487
Illinois,1988,11544000,93557,991,4449,,36097,52020,555316,130292,355148,69876
Illinois,1989,11658000,98611,1051,4161,,39138,54261,558803,125441,362556,70806
Illinois,1990,11430602,110575,1182,4505,,45038,59850,567841,121506,372862,73473
Illinois,1991,11543000,119955,1300,4615,,52653,61387,587868,129284,382942,75642
Illinois,1992,11631000,113664,1322,4312,,47973,60057,556900,125306,359618,71976
Illinois,1993,11697000,112260,1332,4046,,44584,62298,544869,118788,360730,65351
Illinois,1994,11752000,112928,1378,3913,,43788,63849,548222,118116,363888,66218
Illinois,1995,11830000,117836,1221,4313,,39139,73163,527572,108555,357143,61874
Illinois,1996,11847000,105482,1179,4548,,33106,66649,524777,108185,358515,58077
Illinois,1997,11896000,102476,1096,4415,,33123,63842,509113,103550,350140,55423
Illinois,1998,12045000,97291,1008,4095,,29927,62261,487915,97792,337191,52932
Illinois,1999,12128370,83621,939,4297,,26365,52020,463939,86317,320954,56668
Illinois,2000,12419293,81196,898,3926,,25641,50731,445278,81850,313161,50267
Illinois,2001,12520227,79270,982,4010,,24931,49347,434648,79158,306757,48733
Illinois,2002,12586447,75759,961,4370,,25314,45114,430479,81440,304227,44812
Illinois,2003,12649087,70376,895,4189,,23786,41506,415885,78345,295907,41633
Illinois,2004,12712016,69365,780,4220,,22582,41783,403486,76088,287025,40373
Illinois,2005,12765427,70496,770,4313,,23255,42158,394670,77635,277662,39373
Illinois,2006,12831970,69498,780,4078,,23782,40858,387478,77259,272578,37641
Illinois,2007,12852548,68528,752,4103,,23100,40573,377322,75524,267911,33887
Illinois,2008,12901563,67780,790,4118,,24054,38818,378355,78968,266815,32572
Illinois,2009,12910409,64185,773,3901,,22923,36588,353347,77850,248821,26676
Illinois,2010,12841980,57132,704,3066,,20386,32976,349064,77472,242681,28911
Illinois,2011,12859752,54523,781,3030,,20217,30495,344468,77719,237362,29387
Illinois,2012,12868192,53556,770,3581,,19480,29725,332706,71100,235314,26292
Illinois,2013,12890552,51956,722,3895,5340.0,17733,28161,296048,59093,216059,20896
Illinois,2014,12880580,47663,685,3081,4159.0,15299,27520,267385,50008,199926,17451
Indiana,1960,4662498,3945,204,240,,1609,1892,68496,21486,39196,7814
Indiana,1961,4711000,4044,192,250,,1829,1773,72871,22162,42379,8330
Indiana,1962,4715000,4191,167,289,,1814,1921,80810,22183,49473,9154
Indiana,1963,4694000,4819,130,380,,2219,2090,91417,25294,56127,9996
Indiana,1964,4825000,6564,147,505,,2802,3110,98778,25797,62098,10883
Indiana,1965,4885000,6695,173,516,,2802,3204,99334,27178,60113,12043
Indiana,1966,4918000,7196,197,520,,3089,3390,107692,30859,63282,13551
Indiana,1967,5000000,8143,188,633,,3933,3389,121481,35074,69464,16943
Indiana,1968,5067000,10229,243,741,,5119,4126,137739,37693,79174,20872
Indiana,1969,5118000,10141,255,864,,4788,4234,147973,41916,85869,20188
Indiana,1970,5193669,12184,253,1031,,5729,5171,168811,48084,97338,23389
Indiana,1971,5274000,13031,282,1025,,6646,5078,172758,51104,100414,21240
Indiana,1972,5291000,12968,321,1192,,5878,5577,167440,50180,97921,19339
Indiana,1973,5316000,13696,388,1239,,5785,6284,184415,55064,108623,20728
Indiana,1974,5330000,15631,427,1255,,7166,6783,215524,66870,127706,20948
Indiana,1975,5311000,17677,449,1291,,8328,7609,243170,73103,149447,20620
Indiana,1976,5302000,16721,377,1228,,6830,8286,231055,64450,146859,19746
Indiana,1977,5330000,16553,395,1412,,6565,8181,211190,57894,133179,20117
Indiana,1978,5374000,17383,334,1451,,6526,9072,215770,59561,134119,22090
Indiana,1979,5400000,18254,448,1681,,7167,8958,230223,63176,143666,23381
Indiana,1980,5461103,20633,485,1808,,7720,10620,248619,71720,153297,23602
Indiana,1981,5466000,18672,388,1616,,7050,9618,229472,63887,147038,18547
Indiana,1982,5471000,16444,355,1521,,5966,8602,225894,59569,148454,17871
Indiana,1983,5479000,15547,286,1509,,5474,8278,210725,54147,138929,17649
Indiana,1984,5498000,16781,303,1372,,5435,9671,199258,51019,128941,19298
Indiana,1985,5499000,17014,319,1318,,5065,10312,198220,50295,129861,18064
Indiana,1986,5504000,16937,329,1424,,4954,10230,195233,48802,128404,18027
Indiana,1987,5531000,18169,307,1609,,4901,11352,209695,52363,137722,19610
Indiana,1988,5575000,21187,358,1731,,4963,14135,210177,52137,138335,19705
Indiana,1989,5593000,22735,353,1804,,5671,14907,225592,54201,149514,21877
Indiana,1990,5544159,26275,344,2103,,5619,18209,233376,52297,156741,24338
Indiana,1991,5610000,28349,423,2318,,6506,19102,241930,54814,161039,26077
Indiana,1992,5662000,28791,464,2398,,6921,19008,236584,53907,157181,25496
Indiana,1993,5713000,27941,430,2234,,6845,18432,227149,48677,154016,24456
Indiana,1994,5752000,30205,453,2046,,7490,20216,233975,48921,160043,25011
Indiana,1995,5803000,30451,466,1930,,7844,20211,238317,47676,163618,27023
Indiana,1996,5841000,31366,420,1992,,7249,21705,231376,45782,160777,24817
Indiana,1997,5864000,30179,430,1928,,7763,20058,231723,48182,158442,25099
Indiana,1998,5899000,25423,454,1952,,6561,16456,220529,46552,152790,21187
Indiana,1999,5942901,22261,391,1607,,6496,13767,201547,42463,138794,20290
Indiana,2000,6080485,21230,352,1759,,6282,12837,206905,41108,144707,21090
Indiana,2001,6126743,22734,413,1716,,7171,13434,211548,42758,147291,21499
Indiana,2002,6156913,22001,362,1843,,6612,13184,208965,42605,146073,20287
Indiana,2003,6199571,21842,338,1720,,6401,13383,208039,41582,145686,20771
Indiana,2004,6226537,20294,316,1803,,6373,11802,211929,42168,148670,21091
Indiana,2005,6266019,20302,356,1856,,6809,11281,216778,43756,151278,21744
Indiana,2006,6313520,20303,361,1811,,7175,10956,217783,45538,150655,21590
Indiana,2007,6345289,21310,350,1738,,7845,11377,213887,46485,147999,19403
Indiana,2008,6376792,21525,322,1711,,7580,11912,213639,48805,147334,17500
Indiana,2009,6423113,21455,312,1621,,7347,12175,199907,48880,137190,13837
Indiana,2010,6490622,20983,268,1760,,6559,12396,199274,48570,137204,13500
Indiana,2011,6516353,21619,306,1758,,6977,12578,206016,50571,140630,14815
Indiana,2012,6537782,22544,307,1661,,6601,13975,197994,47689,136668,13637
Indiana,2013,6570713,23627,357,1623,2241.0,7114,13915,187472,42754,130534,14184
Indiana,2014,6596855,24099,330,1615,2186.0,6897,14686,174776,36893,124022,13861
Iowa,1960,2757537,656,17,102,,301,236,30335,6375,21865,2095
Iowa,1961,2779000,643,36,81,,291,235,29392,6356,21096,1940
Iowa,1962,2777000,559,31,105,,238,185,31031,7326,21668,2037
Iowa,1963,2780000,629,35,100,,253,241,32155,7516,22374,2265
Iowa,1964,2756000,1007,35,137,,310,525,36376,8004,25733,2639
Iowa,1965,2760000,1067,36,123,,354,554,37507,8398,26220,2889
Iowa,1966,2747000,1214,43,132,,351,688,43941,9245,31074,3622
Iowa,1967,2753000,1608,42,155,,578,833,50176,11881,34022,4273
Iowa,1968,2748000,1882,48,186,,686,962,57026,13027,39476,4523
Iowa,1969,2781000,1918,39,178,,622,1079,60724,13603,42184,4937
Iowa,1970,2825041,2241,54,175,,804,1208,68529,14331,49253,4945
Iowa,1971,2852000,2822,52,255,,866,1649,72060,15160,52528,4372
Iowa,1972,2883000,2519,50,248,,770,1451,70471,15037,50560,4874
Iowa,1973,2904000,2970,63,329,,954,1624,79260,18412,55310,5538
Iowa,1974,2855000,3455,54,287,,1390,1724,94005,22597,65153,6255
Iowa,1975,2870000,4039,71,297,,1536,2135,108142,23492,78057,6593
Iowa,1976,2870000,3813,67,307,,1180,2259,112463,23737,82788,5938
Iowa,1977,2879000,4145,67,306,,1187,2585,107027,23392,77304,6331
Iowa,1978,2896000,4674,74,300,,1357,2943,110589,25214,78567,6808
Iowa,1979,2903000,5259,65,320,,1457,3417,119620,26768,85023,7829
Iowa,1980,2907804,5826,63,416,,1596,3751,132200,31390,93605,7205
Iowa,1981,2897000,5915,76,389,,1554,3896,130723,30925,93333,6465
Iowa,1982,2905000,5018,67,362,,1051,3538,115148,27535,82568,5045
Iowa,1983,2905000,5262,68,365,,1192,3637,108587,26599,77402,4586
Iowa,1984,2910000,5781,59,375,,1114,4233,104785,25357,74818,4610
Iowa,1985,2884000,6106,55,363,,1187,4501,107607,26349,76835,4423
Iowa,1986,2851000,6703,51,356,,1197,5099,111633,27255,79864,4514
Iowa,1987,2834000,6553,59,337,,1025,5132,110781,26010,80489,4282
Iowa,1988,2834000,7279,47,446,,1132,5654,108254,24211,79447,4596
Iowa,1989,2840000,7563,54,459,,1108,5942,108349,24052,79801,4496
Iowa,1990,2776755,8321,54,510,,1089,6668,105550,22448,78384,4718
Iowa,1991,2795000,8477,57,583,,1257,6580,107069,23267,79030,4772
Iowa,1992,2812000,7816,44,528,,1113,6131,103459,21197,77788,4474
Iowa,1993,2814000,9159,66,686,,1517,6890,99080,20562,73148,5370
Iowa,1994,2829000,8914,47,666,,1327,6874,94475,18872,70507,5096
Iowa,1995,2842000,10071,51,619,,1507,7894,106504,21527,78645,6332
Iowa,1996,2852000,7771,53,561,,1286,5871,96296,18954,71893,5449
Iowa,1997,2852000,8841,52,579,,1593,6617,99986,22003,71301,6682
Iowa,1998,2862000,8916,54,728,,1456,6678,91272,19282,66016,5974
Iowa,1999,2869413,8034,43,780,,1051,6160,84463,17012,62316,5135
Iowa,2000,2926324,7796,46,676,,1071,6003,86834,16342,65118,5374
Iowa,2001,2931967,7865,50,649,,1154,6012,88634,16885,66244,5505
Iowa,2002,2935840,8388,44,797,,1169,6378,92877,18643,68411,5823
Iowa,2003,2941976,8175,50,796,,1131,6198,87554,17515,64400,5639
Iowa,2004,2952904,8499,44,782,,1160,6513,85775,17928,62214,5633
Iowa,2005,2965524,8697,40,847,,1153,6657,84370,18147,60723,5500
Iowa,2006,2982085,8521,55,871,,1309,6286,84202,18160,60998,5044
Iowa,2007,2988046,8970,39,970,,1328,6633,79133,17176,57018,4939
Iowa,2008,3002555,8651,77,937,,1249,6388,73273,16598,52299,4376
Iowa,2009,3007856,8485,38,890,,1201,6356,70080,16419,49757,3904
Iowa,2010,3050202,8191,38,883,,1012,6258,68740,16746,48194,3800
Iowa,2011,3064097,7883,44,866,,824,6149,72043,17573,50472,3998
Iowa,2012,3075039,8167,49,901,,962,6255,70357,17201,49116,4040
Iowa,2013,3092341,8443,41,873,1133.0,937,6332,67976,15918,47803,4255
Iowa,2014,3107126,8497,60,828,1128.0,1045,6264,65056,14428,46477,4151
Kansas,1960,2178611,1272,64,109,,410,689,29120,7705,19515,1900
Kansas,1961,2194000,1282,41,118,,460,663,29918,7275,20763,1880
Kansas,1962,2219000,1477,63,147,,480,787,33314,7531,23514,2269
Kansas,1963,2225000,1831,57,148,,648,978,34704,8234,24068,2402
Kansas,1964,2225000,2573,75,246,,623,1629,41345,9626,28613,3106
Kansas,1965,2234000,2392,60,204,,537,1591,42070,10443,28886,2741
Kansas,1966,2250000,2517,78,200,,667,1572,44779,10712,30742,3325
Kansas,1967,2275000,3248,90,243,,959,1956,53047,13610,35231,4206
Kansas,1968,2303000,3463,86,305,,1095,1977,59264,14178,40353,4733
Kansas,1969,2321000,3873,81,350,,1271,2171,68961,16091,47579,5291
Kansas,1970,2249071,4561,107,325,,1689,2440,77385,19829,51784,5772
Kansas,1971,2258000,4843,115,360,,1483,2885,74079,20064,48511,5504
Kansas,1972,2258000,4737,91,401,,1556,2689,72144,20472,46433,5239
Kansas,1973,2279000,4956,137,411,,1781,2627,75123,23485,46840,4798
Kansas,1974,2270000,6272,157,447,,2447,3221,91347,28797,57134,5416
Kansas,1975,2267000,6307,122,391,,2103,3691,101307,31047,64900,5360
Kansas,1976,2310000,6529,104,506,,1983,3936,103853,30618,67870,5365
Kansas,1977,2326000,7206,153,511,,2343,4199,98948,29549,63716,5683
Kansas,1978,2348000,7471,133,586,,2201,4551,99225,30215,63194,5816
Kansas,1979,2369000,8376,130,626,,2423,5197,107605,31504,69622,6479
Kansas,1980,2354783,9168,163,742,,2664,5599,117492,35826,75268,6398
Kansas,1981,2381000,8796,151,733,,2611,5301,119880,36768,77039,6073
Kansas,1982,2408000,8088,138,596,,2095,5259,111156,32382,73416,5358
Kansas,1983,2425000,7919,137,627,,2038,5117,101928,28318,68735,4875
Kansas,1984,2438000,8147,89,669,,1745,5644,97646,25577,67028,5041
Kansas,1985,2450000,8716,121,719,,1929,5947,98474,25740,67433,5301
Kansas,1986,2461000,9076,108,810,,1958,6200,109607,29229,74029,6349
Kansas,1987,2476000,8932,110,808,,2032,5982,112488,28177,78043,6268
Kansas,1988,2487000,9083,85,779,,2136,6083,112280,29321,76927,6032
Kansas,1989,2513000,10073,138,917,,2508,6510,115146,29871,77802,7473
Kansas,1990,2477574,11093,98,1002,,2914,7079,117571,28901,80361,8309
Kansas,1991,2495000,12465,153,1118,,3453,7741,125616,32601,84258,8757
Kansas,1992,2523000,12888,151,1042,,3277,8418,121334,32639,80526,8169
Kansas,1993,2531000,12564,161,1016,,3128,8259,113360,28655,76538,8167
Kansas,1994,2554000,11314,170,1055,,2940,7149,112477,28635,75459,8383
Kansas,1995,2565000,10792,159,938,,2775,6920,114558,27404,78855,8299
Kansas,1996,2572000,10642,170,1096,,2476,6900,109772,25239,78145,6388
Kansas,1997,2595000,11151,150,1179,,2535,7287,122553,24292,91823,6438
Kansas,1998,2629000,10972,173,1128,,2287,7384,117114,24984,85329,6801
Kansas,1999,2654052,10159,160,1065,,2047,6887,107644,21874,79722,6048
Kansas,2000,2688418,10470,169,1022,,2048,7231,108057,21484,80077,6496
Kansas,2001,2702125,10909,92,945,,2423,7449,105537,20514,77038,7985
Kansas,2002,2711769,10229,78,1035,,2165,6951,100768,19679,73877,7212
Kansas,2003,2724786,10831,125,1085,,2247,7374,109276,21973,79471,7832
Kansas,2004,2733697,10330,122,1142,,1812,7254,109771,20146,81115,8510
Kansas,2005,2748172,10701,101,1098,,1795,7707,104588,19028,76222,9338
Kansas,2006,2764075,11960,125,1279,,1878,8678,104260,20086,75450,8724
Kansas,2007,2775997,12730,106,1287,,2022,9315,102961,20461,73900,8600
Kansas,2008,2802134,11554,113,1226,,1681,8534,94882,19651,67826,7405
Kansas,2009,2818747,11460,125,1179,,1786,8370,90930,19473,65499,5958
Kansas,2010,2859143,10602,97,1146,,1538,7821,89109,19315,63774,6020
Kansas,2011,2870386,10209,111,1122,,1448,7528,88655,18712,63259,6684
Kansas,2012,2885398,10292,85,1105,,1493,7609,91066,18874,65413,6779
Kansas,2013,2895801,9928,117,1003,1295.0,1339,7177,85704,17476,61557,6671
Kansas,2014,2904021,10123,91,1075,1411.0,1362,7259,79431,15828,56697,6906
Kentucky,1960,3038156,2957,205,163,,1001,1588,33887,11274,18831,3782
Kentucky,1961,3076000,2907,201,146,,1085,1475,34003,11271,19402,3330
Kentucky,1962,3082000,2963,201,177,,1122,1463,38070,12809,21692,3569
Kentucky,1963,3095000,2849,172,166,,1109,1402,41632,13508,24159,3965
Kentucky,1964,3159000,3486,164,254,,1140,1928,46527,14571,27430,4526
Kentucky,1965,3179000,3463,168,209,,1167,1919,47074,14140,28112,4822
Kentucky,1966,3183000,4191,223,265,,1362,2341,51141,15360,28532,7249
Kentucky,1967,3189000,4484,230,291,,1502,2461,54712,15399,30325,8988
Kentucky,1968,3229000,5317,288,330,,1941,2758,58974,16872,31376,10726
Kentucky,1969,3232000,5745,336,370,,2236,2803,64224,18399,34646,11179
Kentucky,1970,3219311,7157,357,441,,2344,4015,72814,22662,39002,11150
Kentucky,1971,3282000,7717,358,489,,2541,4329,73733,23596,39232,10905
Kentucky,1972,3299000,7446,323,517,,2744,3862,66242,21449,35495,9298
Kentucky,1973,3342000,7356,323,545,,2843,3645,68349,22716,38072,7561
Kentucky,1974,3357000,7857,347,592,,3100,3818,84787,27865,49240,7682
Kentucky,1975,3396000,8967,345,523,,3504,4595,101891,32696,60251,8944
Kentucky,1976,3428000,8987,362,611,,3382,4632,104029,31886,63683,8460
Kentucky,1977,3458000,8077,349,659,,2806,4263,96124,30162,57477,8485
Kentucky,1978,3498000,7807,316,725,,2845,3921,97939,30942,58231,8766
Kentucky,1979,3527000,8748,335,719,,3247,4447,103548,32082,62431,9035
Kentucky,1980,3641479,9711,321,698,,3468,5224,115328,37901,68296,9131
Kentucky,1981,3661000,10599,308,766,,3687,5838,118690,38893,71194,8603
Kentucky,1982,3667000,11550,355,734,,3568,6893,119304,37736,73020,8548
Kentucky,1983,3714000,11967,364,817,,3236,7550,115602,36286,71322,7994
Kentucky,1984,3723000,10342,244,826,,2631,6641,99803,29234,63860,6709
Kentucky,1985,3726000,11384,256,806,,2821,7501,98428,28739,62491,7198
Kentucky,1986,3728000,12467,248,860,,3076,8283,102810,30725,64882,7203
Kentucky,1987,3727000,12589,280,781,,3361,8167,109284,31571,70532,7181
Kentucky,1988,3721000,12284,229,835,,2764,8456,104362,30747,66711,6904
Kentucky,1989,3727000,13302,293,917,,2836,9256,110328,30526,71611,8191
Kentucky,1990,3685296,14386,264,1068,,2545,10509,107208,28264,71594,7350
Kentucky,1991,3713000,16262,253,1315,,3084,11610,108430,29576,70885,7969
Kentucky,1992,3755000,20107,216,1209,,3273,15409,104692,27378,69186,8128
Kentucky,1993,3789000,17530,249,1301,,3425,12555,105979,28041,69745,8193
Kentucky,1994,3827000,16991,244,1350,,3595,11802,110725,28718,73449,8558
Kentucky,1995,3860000,14079,276,1231,,4001,8571,115298,28389,76906,10003
Kentucky,1996,3884000,12448,228,1230,,3643,7347,110531,26736,73653,10142
Kentucky,1997,3908000,12386,228,1304,,3546,7308,109819,26638,73487,9694
Kentucky,1998,3936000,12909,237,1107,,3468,8097,109721,27998,71971,9752
Kentucky,1999,3960825,12212,203,1148,,3104,7757,104768,25180,70719,8869
Kentucky,2000,4041769,11903,193,1091,,3256,7363,107723,25308,73141,9274
Kentucky,2001,4068816,10510,181,1051,,3269,6009,107356,26964,71448,8944
Kentucky,2002,4089822,11101,191,1087,,3131,6692,108590,26891,72378,9321
Kentucky,2003,4118189,10232,181,1124,,3224,5703,103370,26034,69083,8253
Kentucky,2004,4141835,10152,236,1238,,3268,5410,105209,25902,70535,8772
Kentucky,2005,4172608,11134,190,1421,,3690,5833,105608,26458,70354,8796
Kentucky,2006,4206074,11361,173,1312,,3850,6026,109428,27867,72197,9364
Kentucky,2007,4241474,12329,206,1365,,4068,6690,107987,27820,71489,8678
Kentucky,2008,4269245,12690,201,1457,,4080,6952,114492,29556,77279,7657
Kentucky,2009,4314113,11000,184,1531,,3642,5643,108914,29880,72938,6096
Kentucky,2010,4347223,10604,188,1438,,3748,5230,111170,30443,74488,6239
Kentucky,2011,4366814,10465,151,1499,,3705,5110,119037,32750,79586,6701
Kentucky,2012,4379730,9852,201,1312,,3547,4792,112800,29877,76199,6724
Kentucky,2013,4399583,9280,172,951,1646.0,3247,4215,104448,26331,72048,6069
Kentucky,2014,4413457,9340,160,883,1440.0,3336,4404,99166,23244,69604,6318
Louisiana,1960,3257022,4990,270,279,,1484,2957,43709,12615,24893,6201
Louisiana,1961,3321000,4508,211,267,,1476,2554,37217,11180,20404,5633
Louisiana,1962,3330000,4570,225,226,,1298,2821,39787,10891,22759,6137
Louisiana,1963,3418000,5798,235,212,,1446,3905,47344,13528,27046,6770
Louisiana,1964,3468000,7140,287,384,,1849,4620,56006,16730,31267,8009
Louisiana,1965,3534000,7178,285,394,,1813,4686,55418,15983,32277,7158
Louisiana,1966,3603000,8689,355,597,,2407,5330,69069,20845,38685,9539
Louisiana,1967,3662000,10071,341,603,,3005,6122,77406,24030,43075,10301
Louisiana,1968,3732000,11742,354,613,,3369,7406,81831,25303,45981,10547
Louisiana,1969,3745000,13492,356,829,,3843,8464,89574,26013,51421,12140
Louisiana,1970,3643180,15063,426,841,,5131,8665,105742,32426,59300,14016
Louisiana,1971,3681000,15208,409,872,,4974,8953,112014,33567,63661,14786
Louisiana,1972,3720000,15712,491,855,,4963,9403,110118,33597,63262,13259
Louisiana,1973,3764000,16020,581,837,,5218,9384,112067,36212,63625,12230
